State/ UT,District/ Area,Year,Murder,Infanticide,Rape,Foeticide,Kidnapping & Abduction,Abetment of suicide of child,Exposure and Abandonment,Procuration of minor girls,Selling of minors for prostitution,"Prohibition of Child Marriage Act, 2006",Other Crimes,Total Crimes
Karnataka,Total District(s),2015,108,0,0,1,1605,0,100,65,0,35,409,3961
Kerala,Alapuzha,2015,2,0,34,0,8,0,0,0,0,0,30,121
Kerala,Ernakulam Commr.,2015,1,0,23,0,7,0,1,0,0,0,6,76
Kerala,Ernakulam Rural,2015,3,0,42,0,9,0,0,0,0,0,18,128
Kerala,Idukki,2015,2,0,57,0,8,0,0,0,0,1,2,127
Kerala,Kannur,2015,4,0,32,0,8,1,0,2,0,0,18,119
Kerala,Kasargod,2015,4,0,32,0,10,0,0,0,0,0,43,137
Kerala,Kollam Commr.,2015,0,0,38,0,7,0,0,0,0,0,6,102
Kerala,Kollam Rural,2015,1,0,36,0,5,0,0,0,0,0,2,79
Kerala,Kottayam,2015,1,0,33,0,7,0,0,0,0,0,1,107
Kerala,Kozhikode Commr.,2015,1,0,10,0,9,0,1,0,0,0,20,88
Kerala,Kozhikode Rural,2015,3,0,25,0,12,0,0,0,0,2,12,121
Kerala,Malappuram,2015,3,1,61,0,4,0,0,0,0,5,53,250
Kerala,Palakkad,2015,3,0,29,0,16,1,0,0,0,2,10,137
Kerala,Pathanamthitta,2015,1,0,40,0,7,0,1,0,0,0,0,106
Kerala,Railways,2015,0,0,1,0,0,0,0,0,0,0,0,12
Kerala,Thrissur Commr.,2015,1,0,27,0,6,0,0,0,0,0,15,83
Kerala,Thrissur Rural,2015,0,0,40,0,12,0,1,0,0,1,46,180
Kerala,Trivandrum Commr.,2015,2,0,22,0,12,0,0,1,0,1,2,89
Kerala,Trivandrum Rural,2015,3,0,74,0,18,1,0,0,0,1,7,197
Kerala,Wayanadu,2015,4,0,64,0,6,0,0,0,0,0,12,119
Kerala,Crime Branch,2015,0,3,0,0,0,0,0,0,0,0,1,6
Kerala,Total District(s),2015,39,4,720,0,171,3,4,3,0,13,304,2384
Madhya Pradesh,Agar,2015,0,0,13,0,10,0,0,0,0,2,1,51
Madhya Pradesh,Alirajpur,2015,0,0,24,0,4,0,1,0,0,0,6,39
Madhya Pradesh,Anuppur,2015,1,0,41,0,77,0,1,0,0,1,2,145
Madhya Pradesh,Ashok Nagar,2015,4,0,41,0,56,0,3,0,0,0,62,223
Madhya Pradesh,Balaghat,2015,7,2,80,0,115,0,3,0,0,1,63,318
Madhya Pradesh,Barwani,2015,2,0,72,0,26,0,6,0,0,0,56,193
Madhya Pradesh,Betul,2015,3,0,0,0,95,0,4,0,0,1,0,209
Madhya Pradesh,Bhind,2015,3,0,0,0,0,0,6,0,0,0,0,9
Madhya Pradesh,Bhopal,2015,4,0,101,4,448,0,5,0,0,0,53,790
Madhya Pradesh,Bhopal Railway,2015,0,0,3,0,6,0,4,0,0,0,10,27
Madhya Pradesh,Burhanpur,2015,0,0,34,0,9,0,0,0,0,0,18,85
Madhya Pradesh,Chhatarpur,2015,0,0,0,0,75,0,0,0,0,0,0,180
Madhya Pradesh,Chhindwara,2015,4,1,65,3,103,0,0,0,0,0,65,322
Madhya Pradesh,Damoh,2015,0,0,5,0,34,0,0,0,0,0,21,80
Madhya Pradesh,Datia,2015,1,0,11,0,16,0,2,0,0,0,60,105
Madhya Pradesh,Dewas,2015,3,0,71,0,62,0,0,0,0,1,73,286
Madhya Pradesh,Dhar,2015,1,0,46,0,205,0,13,0,0,0,309,724
Madhya Pradesh,Dindori,2015,3,4,18,0,50,0,0,0,0,0,0,100
Madhya Pradesh,Guna,2015,3,0,38,0,39,0,0,0,0,0,20,143
Madhya Pradesh,Gwalior,2015,3,0,71,0,185,0,10,0,0,0,94,437
Madhya Pradesh,Harda,2015,0,0,38,0,52,0,1,0,0,0,31,146
Madhya Pradesh,Hoshangabad,2015,3,5,64,1,107,0,4,0,0,0,72,300
Madhya Pradesh,Indore,2015,6,2,0,0,320,0,10,0,0,1,31,644
Madhya Pradesh,Indore Railway,2015,0,0,0,0,3,0,4,0,0,0,0,10
Madhya Pradesh,Jabalpur,2015,5,0,0,0,428,0,0,0,0,0,262,874
Madhya Pradesh,Jabalpur Railway,2015,0,0,1,0,10,0,1,0,0,0,0,12
Madhya Pradesh,Jhabua,2015,3,1,0,2,85,0,4,0,0,0,37,182
Madhya Pradesh,Katni,2015,2,0,61,0,122,0,3,0,0,0,29,255
Madhya Pradesh,Khandwa,2015,0,0,35,0,33,0,0,0,0,0,36,141
Madhya Pradesh,Khargone,2015,0,5,0,0,169,0,0,0,0,0,0,174
Madhya Pradesh,Mandla,2015,2,0,0,0,117,0,1,0,0,0,18,188
Madhya Pradesh,Mandsaur,2015,0,0,47,0,76,0,1,0,0,0,24,186
Madhya Pradesh,Morena,2015,0,0,14,0,5,0,3,0,0,0,23,57
Madhya Pradesh,Narsinghpur,2015,3,0,1,0,91,0,5,0,0,0,15,217
Madhya Pradesh,Neemuch,2015,1,2,30,0,48,0,0,0,5,0,9,100
Madhya Pradesh,Panna,2015,0,0,19,0,69,0,0,0,0,0,14,128
Madhya Pradesh,Raisen,2015,5,0,68,0,80,0,0,0,0,1,0,222
Madhya Pradesh,Rajgarh,2015,1,0,19,0,83,0,10,0,0,0,115,386
Madhya Pradesh,Ratlam,2015,1,0,28,2,150,0,7,0,0,0,69,323
Madhya Pradesh,Rewa,2015,1,0,31,0,164,0,0,0,0,0,76,329
Madhya Pradesh,Sagar,2015,4,0,52,0,160,6,10,0,0,0,202,572
Madhya Pradesh,Satna,2015,10,0,0,0,302,0,0,0,0,0,91,547
Madhya Pradesh,Seoni,2015,3,0,33,0,125,1,0,5,0,0,44,272
Madhya Pradesh,Shahdol,2015,6,0,50,0,142,0,0,0,0,0,62,290
Madhya Pradesh,Shajapur,2015,0,0,0,1,40,1,2,0,0,0,40,166
Madhya Pradesh,Sheopur,2015,1,0,5,0,11,0,0,0,0,0,10,32
Madhya Pradesh,Shivpuri,2015,7,0,35,3,76,0,7,0,0,0,12,200
Madhya Pradesh,Sidhi,2015,4,1,5,0,98,0,5,0,0,0,1,158
Madhya Pradesh,Sehore,2015,2,0,42,0,76,0,1,0,0,0,23,163
Madhya Pradesh,Singrauli,2015,7,2,40,0,83,0,0,0,0,0,38,172
Madhya Pradesh,Tikamgarh,2015,2,0,0,0,55,0,0,0,0,0,42,185
Madhya Pradesh,Ujjain,2015,0,0,34,1,133,0,7,0,0,1,28,267
Madhya Pradesh,Umaria,2015,1,0,24,0,16,0,0,0,0,0,29,78
Madhya Pradesh,Vidisha,2015,2,0,58,0,121,0,1,0,0,0,146,417
Madhya Pradesh,Cyber Cell,2015,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Total District(s),2015,124,25,1568,17,5265,8,145,5,5,9,2542,12859
Maharashtra,Ahmednagar,2015,13,0,51,0,130,0,14,0,0,1,0,257
Maharashtra,Akola,2015,4,0,24,0,70,0,10,0,0,1,12,188
Maharashtra,Amravati Commr.,2015,1,0,16,0,97,0,2,0,0,1,20,189
Maharashtra,Amravati Rural,2015,2,0,76,0,81,0,2,0,0,0,5,283
Maharashtra,Aurangabad Commr.,2015,4,0,31,0,140,0,5,0,0,2,11,273
Maharashtra,Aurangabad Rural,2015,7,0,20,1,64,0,0,0,0,0,2,141
Maharashtra,Beed,2015,12,1,48,0,80,0,1,0,0,3,8,200
Maharashtra,Bhandara,2015,3,0,13,0,61,0,1,1,0,0,48,154
Maharashtra,Buldhana,2015,9,1,28,0,28,1,4,0,0,0,21,160
Maharashtra,Chandrapur,2015,4,1,80,1,125,2,1,0,0,1,25,306
Maharashtra,Dhule,2015,2,0,21,0,22,0,10,0,0,0,0,73
Maharashtra,Gadchiroli,2015,1,2,22,0,20,0,0,0,0,0,2,58
Maharashtra,Gondia,2015,1,0,29,0,62,0,0,0,0,0,11,136
Maharashtra,Hingoli,2015,6,0,6,0,26,0,4,0,0,0,3,64
Maharashtra,Jalgaon,2015,9,0,33,1,95,0,1,4,0,0,16,231
Maharashtra,Jalna,2015,2,0,7,0,10,0,5,0,0,0,0,52
Maharashtra,Kolhapur,2015,2,0,56,0,89,0,1,0,0,1,3,193
Maharashtra,Latur,2015,1,0,22,0,103,0,0,0,0,0,1,161
Maharashtra,Mumbai Commr.,2015,18,1,448,2,1520,0,9,0,0,1,378,3187
Maharashtra,Mumbai Railway,2015,0,0,5,0,22,0,11,0,0,0,62,107
Maharashtra,Nagpur Commr.,2015,2,0,94,2,326,0,5,0,0,1,131,693
Maharashtra,Nagpur Railway,2015,0,0,3,0,10,0,9,0,0,0,0,22
Maharashtra,Nagpur Rural,2015,4,0,35,0,77,1,0,0,0,0,0,164
Maharashtra,Nanded,2015,7,0,30,0,116,0,20,0,0,0,12,217
Maharashtra,Nandurbar,2015,3,0,16,0,14,0,3,0,0,0,9,55
Maharashtra,Nasik Commr.,2015,2,0,19,0,156,0,2,0,0,0,34,249
Maharashtra,Nasik Rural,2015,8,0,72,0,90,0,13,0,0,0,1,246
Maharashtra,Navi Mumbai,2015,5,0,67,1,238,0,4,0,0,1,24,399
Maharashtra,Osmanabad,2015,6,0,31,0,54,0,2,0,0,1,1,118
Maharashtra,Palghar,2015,6,1,62,0,344,0,2,0,0,0,15,503
Maharashtra,Parbhani,2015,3,0,23,0,82,2,9,0,0,0,12,148
Maharashtra,Pune Commr.,2015,6,0,156,0,635,0,9,0,0,1,74,1095
Maharashtra,Pune Railway,2015,0,0,3,0,10,0,5,0,0,0,1,21
Maharashtra,Pune Rural,2015,6,0,71,0,353,0,8,0,0,6,18,562
Maharashtra,Raigad,2015,4,0,55,0,66,0,0,1,0,0,15,180
Maharashtra,Ratnagiri,2015,0,0,29,0,48,1,3,0,0,0,2,93
Maharashtra,Sangli,2015,8,0,35,1,109,1,12,0,0,0,1,212
Maharashtra,Satara,2015,7,0,69,0,191,0,8,0,0,3,24,371
Maharashtra,Sindhudurg,2015,1,0,17,0,14,0,0,0,0,0,4,43
Maharashtra,Solapur Commr.,2015,2,0,11,1,59,0,1,0,0,0,4,100
Maharashtra,Solapur Rural,2015,7,0,68,0,105,3,3,0,0,0,7,241
Maharashtra,Thane Commr.,2015,5,0,119,0,696,0,8,0,0,0,60,1066
Maharashtra,Thane Rural,2015,3,0,20,0,108,1,3,0,1,0,28,191
Maharashtra,Wardha,2015,2,0,34,0,76,0,1,0,0,0,0,169
Maharashtra,Washim,2015,3,0,14,0,33,1,3,0,0,0,0,85
Maharashtra,Yavatmal,2015,6,0,42,1,105,0,5,0,0,0,15,265
Maharashtra,Total District(s),2015,207,7,2231,11,6960,13,219,6,1,24,1120,13921
Manipur,Bishnupur,2015,2,0,2,0,13,0,0,0,0,0,0,25
Manipur,Chandel,2015,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Churachandpur,2015,0,0,2,0,0,0,0,0,0,0,0,3
Manipur,C. I. D.,2015,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Imphal East,2015,1,0,3,0,10,0,1,0,0,0,2,23
Manipur,Imphal West,2015,0,0,6,0,21,0,0,0,0,0,5,45
Manipur,Senapati,2015,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Tamenglong,2015,1,0,0,0,0,0,0,0,0,0,0,1
Manipur,Thoubal,2015,1,0,0,0,8,0,0,0,0,0,1,12
Manipur,Ukhrul,2015,0,0,0,0,0,0,0,0,0,0,0,1
Manipur,Total District(s),2015,5,0,13,0,52,0,1,0,0,0,8,110
Meghalaya,Garo Hills East,2015,0,0,2,0,0,0,0,0,0,0,0,2
Meghalaya,Garo Hills North,2015,1,0,1,0,3,0,0,0,0,0,0,14
Meghalaya,Garo Hills South,2015,0,0,1,0,2,0,0,0,0,0,0,3
Meghalaya,Garo Hills South West,2015,1,0,0,0,1,0,0,0,0,0,0,3
Meghalaya,Garo Hills West,2015,0,0,7,0,19,0,0,16,0,0,0,49
Meghalaya,Jaintia Hills West,2015,0,0,0,0,6,0,0,0,0,0,0,23
Meghalaya,Jaintia Hills East,2015,2,0,0,0,0,0,0,0,0,0,0,10
Meghalaya,Khasi Hills East,2015,0,0,0,0,15,0,1,2,0,0,14,101
Meghalaya,Khasi Hills South West,2015,0,0,4,0,0,0,0,0,0,0,0,6
Meghalaya,Khasi Hills West,2015,1,0,1,0,2,0,0,0,0,0,1,15
Meghalaya,Ri-Bhoi,2015,0,0,22,0,0,0,0,0,0,0,0,31
Meghalaya,Total District(s),2015,5,0,38,0,48,0,1,18,0,0,15,257
Mizoram,Aizawl,2015,1,0,10,0,2,0,0,0,0,0,0,61
Mizoram,Champhai,2015,1,0,3,0,0,0,0,0,0,0,0,55
Mizoram,Kolasib,2015,0,0,0,0,4,0,0,0,0,0,0,13
Mizoram,Lawngtlai,2015,0,0,2,0,1,0,0,0,0,0,0,5
Mizoram,Lunglei,2015,0,0,6,0,0,0,0,0,0,0,0,17
Mizoram,Mamit,2015,0,0,0,0,0,0,0,0,0,0,1,17
Mizoram,Saiha,2015,0,0,5,0,0,0,0,0,0,0,0,5
Mizoram,Serchhip,2015,1,0,4,0,2,0,0,0,0,0,0,13
Mizoram,Spl Traffic,2015,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Spl Narcotic,2015,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Total District(s),2015,3,0,30,0,9,0,0,0,0,0,1,186
Nagaland,Dimapur,2015,1,0,7,0,38,0,0,0,0,0,1,55
Nagaland,Kiphire,2015,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Kohima,2015,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Longleng,2015,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Mokokchung,2015,0,0,1,0,0,0,0,0,0,0,0,1
Nagaland,Mon,2015,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Peren,2015,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Phek,2015,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Tuensang,2015,1,0,0,0,2,0,0,0,0,0,0,5
Nagaland,Wokha,2015,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Zunheboto,2015,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Total District(s),2015,2,0,8,0,40,0,0,0,0,0,1,61
Odisha,Angul,2015,2,0,3,0,4,0,0,0,0,0,34,48
Odisha,Balasore,2015,1,0,75,0,177,0,0,0,0,0,0,259
Odisha,Baragarh,2015,1,0,44,0,54,0,0,0,0,0,0,115
Odisha,Berhampur,2015,0,0,37,0,3,0,0,0,0,0,0,47
Odisha,Bhadrak,2015,3,0,30,0,17,0,0,0,0,0,0,55
Odisha,Bolangir,2015,0,0,40,0,0,0,0,0,0,0,0,40
Odisha,Boudh,2015,0,0,5,0,5,0,0,0,0,0,0,10
Odisha,Cuttack,2015,0,0,14,0,18,0,0,1,0,0,0,33
Odisha,DCP BBSR,2015,0,0,59,0,0,0,0,0,0,0,0,59
Odisha,DCP CTC,2015,0,0,32,0,123,0,0,0,0,1,0,188
Odisha,Deogarh,2015,0,0,9,0,16,0,0,0,0,0,5,30
Odisha,Dhenkanal,2015,0,0,24,0,5,0,0,0,0,0,3,41
Odisha,Gajapati,2015,2,0,14,0,0,0,0,0,0,0,0,26
Odisha,Ganjam,2015,0,0,44,0,0,0,0,0,0,0,15,59
Odisha,Jagatsinghpur,2015,0,0,15,0,7,0,0,0,0,0,1,43
Odisha,Jajpur,2015,0,0,2,0,0,0,0,0,0,0,0,2
Odisha,Jharsuguda,2015,0,0,35,0,56,0,0,0,0,0,0,115
Odisha,Kalahandi,2015,0,0,39,0,9,0,0,0,0,0,0,48
Odisha,Kandhamal,2015,3,0,33,0,51,0,0,0,0,0,0,99
Odisha,Kendrapara,2015,2,0,27,0,64,0,0,5,0,0,0,111
Odisha,Keonjhar,2015,0,0,63,0,64,0,0,0,0,0,0,296
Odisha,Khurda,2015,0,0,24,0,42,0,0,0,0,0,9,75
Odisha,Koraput,2015,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Malkangiri,2015,0,0,20,0,0,0,0,0,0,0,0,22
Odisha,Mayurbhanj,2015,0,0,61,0,59,0,0,0,0,0,4,153
Odisha,Nayagarh,2015,0,0,18,0,12,0,0,0,0,0,0,36
Odisha,Nabarangpur,2015,0,0,40,0,15,0,0,0,0,0,0,55
Odisha,Nuapada,2015,0,0,15,0,43,0,0,0,0,0,7,78
Odisha,Puri,2015,0,0,29,0,26,0,0,0,0,0,0,55
Odisha,Rayagada,2015,3,0,46,0,43,0,0,0,0,0,1,97
Odisha,Rourkela,2015,0,0,45,0,0,0,0,0,0,0,0,45
Odisha,Sambalpur,2015,0,0,66,0,0,0,0,0,0,0,0,66
Odisha,Sonepur,2015,0,0,13,0,17,0,0,0,0,0,0,30
Odisha,SRP (Cuttack),2015,0,0,2,0,4,0,1,0,0,0,2,13
Odisha,SRP (Rourkela),2015,0,0,1,0,6,0,0,0,0,0,1,11
Odisha,Sundargarh,2015,3,0,28,0,46,0,0,1,0,0,22,102
Odisha,"CID, CB",2015,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,HRPC,2015,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Total District(s),2015,20,0,1052,0,986,0,1,7,0,1,104,2562
Punjab,Amritsar Rural,2015,2,0,22,0,66,0,3,0,0,0,9,110
Punjab,Barnala,2015,2,1,20,1,12,1,0,0,0,0,1,51
Punjab,Batala,2015,2,2,13,2,30,0,0,0,0,0,0,56
Punjab,Bathinda,2015,2,0,37,1,36,0,9,0,0,0,3,103
Punjab,CP Amritsar,2015,2,0,17,0,74,0,2,0,0,0,1,105
Punjab,CP Jalandhar,2015,0,0,24,0,63,0,0,0,0,0,0,100
Punjab,CP Ludhiana,2015,3,0,51,0,211,0,7,0,0,2,18,345
Punjab,Faridkot,2015,2,0,16,0,8,0,4,0,0,0,7,49
Punjab,Fatehgarh Sahib,2015,1,0,18,0,11,0,2,0,0,0,0,40
Punjab,Fazilka,2015,2,0,23,0,24,0,0,0,0,2,0,56
Punjab,Ferozepur,2015,0,0,8,0,8,0,0,0,0,0,0,23
Punjab,G. R. P.,2015,0,0,1,0,1,0,4,0,0,0,0,9
Punjab,Gurdaspur,2015,0,0,0,2,12,0,0,0,0,0,0,19
Punjab,Hoshiarpur,2015,0,0,24,0,60,0,0,0,0,0,0,93
Punjab,Jalandhar Rural,2015,3,0,26,1,25,0,1,0,0,1,2,68
Punjab,Kapurthala,2015,3,0,8,0,7,0,2,6,0,0,0,33
Punjab,Khanna,2015,3,0,13,0,42,0,0,0,0,0,0,65
Punjab,Ludhiana Rural,2015,0,0,3,0,32,0,0,0,0,0,0,43
Punjab,Mansa,2015,1,0,13,1,8,0,0,0,0,0,5,36
Punjab,Moga,2015,2,0,9,0,28,0,1,0,0,0,0,48
Punjab,Muktsar,2015,0,0,13,1,19,1,2,0,0,0,2,46
Punjab,Pathankot,2015,1,0,10,0,14,0,0,0,0,0,0,25
Punjab,Patiala,2015,2,0,30,1,82,0,0,0,0,0,0,134
Punjab,Ropar,2015,2,0,6,0,1,0,0,0,0,0,2,19
Punjab,Sangrur,2015,6,0,13,0,31,0,0,0,0,0,0,57
Punjab,SAS Nagar,2015,2,0,14,0,0,0,0,0,0,0,0,18
Punjab,SBS Nagar,2015,1,0,12,0,11,0,1,0,0,0,0,28
Punjab,Tarn Taran,2015,1,0,18,0,21,0,3,0,0,0,4,57
Punjab,Total District(s),2015,45,3,462,10,937,2,41,6,0,5,54,1836
Rajasthan,Ajmer,2015,4,6,21,3,65,0,6,6,0,0,18,143
Rajasthan,Alwar,2015,5,0,0,0,111,0,4,0,0,0,21,195
Rajasthan,Banswara,2015,0,0,0,0,5,0,4,0,0,0,0,9
Rajasthan,Baran,2015,0,0,38,0,7,0,0,0,0,0,2,100
Rajasthan,Barmer,2015,0,0,21,0,25,0,7,0,0,0,0,99
Rajasthan,Bharatpur,2015,15,0,51,0,56,0,8,0,0,0,9,160
Rajasthan,Bhilwara,2015,2,1,0,0,9,0,9,0,0,0,0,156
Rajasthan,Bikaner,2015,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Bundi,2015,1,0,5,0,0,0,0,0,0,0,13,19
Rajasthan,Chittorgarh,2015,0,1,29,0,86,0,0,0,0,2,0,129
Rajasthan,Churu,2015,0,0,23,4,0,0,0,0,0,0,0,27
Rajasthan,Dausa,2015,2,0,7,0,25,0,0,0,0,0,0,34
Rajasthan,Dholpur,2015,3,0,24,0,55,0,1,0,0,0,8,109
Rajasthan,Dungarpur,2015,2,0,51,0,81,0,3,0,0,0,0,159
Rajasthan,G.R.P.Ajmer,2015,0,0,1,0,0,0,4,0,0,0,0,10
Rajasthan,G.R.P.Jodhpur,2015,0,0,0,0,1,0,5,0,0,0,0,6
Rajasthan,Ganganagar,2015,1,1,20,0,38,0,2,7,0,0,6,121
Rajasthan,Hanumangarh,2015,1,0,36,3,30,0,6,22,0,0,4,121
Rajasthan,Jaipur East,2015,3,0,22,0,106,0,3,0,0,0,11,196
Rajasthan,Jaipur North,2015,0,0,11,0,118,0,0,0,0,0,6,226
Rajasthan,Jaipur Rural,2015,2,0,25,0,51,0,0,0,0,1,8,101
Rajasthan,Jaipur South,2015,2,0,6,0,68,0,6,0,0,0,0,130
Rajasthan,Jaipur West,2015,1,1,10,0,144,0,0,0,0,0,2,195
Rajasthan,Jaisalmer,2015,1,0,5,0,1,0,0,0,0,0,1,13
Rajasthan,Jalore,2015,0,0,8,0,28,0,6,0,0,0,0,42
Rajasthan,Jhalawar,2015,2,0,34,0,75,0,2,0,0,0,7,154
Rajasthan,Jhunjhunu,2015,1,0,53,2,5,0,4,0,0,0,0,72
Rajasthan,Jodhpur East,2015,0,0,5,0,9,0,2,0,0,0,0,16
Rajasthan,Jodhpur West,2015,0,0,12,0,38,0,7,0,0,0,0,67
Rajasthan,Jodhpur Rural,2015,0,0,17,0,19,0,0,0,0,0,2,45
Rajasthan,Karauli,2015,0,0,9,0,50,0,0,0,0,0,39,100
Rajasthan,Kota City,2015,0,1,5,0,42,0,3,0,0,1,3,88
Rajasthan,Kota Rural,2015,0,3,0,0,0,0,3,0,0,0,0,6
Rajasthan,Nagaur,2015,0,0,34,0,65,0,0,0,0,0,0,99
Rajasthan,Pali,2015,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Pratapgarh,2015,1,0,18,0,18,0,7,3,0,0,0,51
Rajasthan,Rajsamand,2015,1,0,8,0,17,0,4,0,0,2,0,35
Rajasthan,Sawai Madhopur,2015,4,0,16,0,25,0,8,0,0,0,0,69
Rajasthan,Sikar,2015,0,1,24,0,44,0,16,0,0,0,0,88
Rajasthan,Sirohi,2015,0,0,18,0,38,0,0,0,0,0,1,65
Rajasthan,Tonk,2015,0,0,12,0,22,0,2,0,0,0,1,43
Rajasthan,Udaipur,2015,5,3,49,1,113,1,9,0,0,0,2,191
Rajasthan,Jaipur Metro,2015,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Total District(s),2015,59,18,728,13,1690,1,141,38,0,6,164,3689
Sikkim,East,2015,0,0,0,0,0,0,0,0,0,0,0,31
Sikkim,North,2015,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,South,2015,0,0,0,0,2,0,0,0,0,0,1,23
Sikkim,West,2015,0,0,1,0,0,0,0,0,0,0,0,10
Sikkim,Total District(s),2015,0,0,1,0,2,0,0,0,0,0,1,64
Tamil Nadu,Ariyalur,2015,0,0,0,0,0,0,0,0,0,0,26,53
Tamil Nadu,Chennai,2015,4,0,0,0,13,0,0,0,0,0,39,194
Tamil Nadu,Coimbatore,2015,2,0,0,0,17,0,0,0,0,1,0,37
Tamil Nadu,Coimbatore City,2015,1,0,0,0,2,0,0,0,0,1,5,38
Tamil Nadu,Cuddalore,2015,1,0,0,0,19,0,0,0,0,2,0,61
Tamil Nadu,Dharmapuri,2015,1,1,0,0,37,0,0,0,0,4,0,78
Tamil Nadu,Dindigul,2015,0,0,0,0,0,0,0,0,0,0,0,36
Tamil Nadu,Erode,2015,5,0,0,0,1,0,0,0,0,3,0,43
Tamil Nadu,Kanchipuram,2015,2,0,0,0,0,0,0,0,0,1,0,46
Tamil Nadu,Kanyakumari,2015,2,0,0,0,11,0,0,9,0,0,34,95
Tamil Nadu,Karur,2015,0,0,0,0,0,0,0,0,0,0,0,20
Tamil Nadu,Krishnagiri,2015,5,0,0,0,37,0,0,0,0,0,0,98
Tamil Nadu,Madurai,2015,5,0,0,0,35,0,2,0,0,25,9,138
Tamil Nadu,Madurai City,2015,1,0,0,0,7,0,0,0,0,0,0,55
Tamil Nadu,Nagapattinam,2015,0,0,0,0,0,0,0,0,0,0,0,40
Tamil Nadu,Namakkal,2015,4,0,0,0,14,0,0,0,0,4,0,68
Tamil Nadu,Nilgiris,2015,0,0,0,0,4,0,0,0,0,0,0,21
Tamil Nadu,Perambalur,2015,1,0,0,0,0,0,0,0,0,8,0,26
Tamil Nadu,Pudukottai,2015,4,0,0,0,1,0,0,0,0,0,0,14
Tamil Nadu,Ramnathapuram,2015,1,0,0,0,7,0,0,0,0,0,4,34
Tamil Nadu,Railway Chennai,2015,0,0,0,0,1,0,0,0,0,0,0,2
Tamil Nadu,Railway Trichy,2015,0,0,0,0,0,0,0,0,0,0,0,85
Tamil Nadu,Salem,2015,3,0,0,0,0,0,0,0,0,2,0,81
Tamil Nadu,Salem City,2015,0,0,0,0,16,0,0,0,0,3,0,43
Tamil Nadu,Sivagangai,2015,2,0,0,0,17,0,0,0,0,5,0,70
Tamil Nadu,Thanjavur,2015,2,0,0,0,8,0,0,0,0,0,0,42
Tamil Nadu,Theni,2015,4,0,0,0,0,0,0,0,0,2,0,74
Tamil Nadu,Thirunelveli,2015,6,0,0,0,7,0,0,0,0,0,98,209
Tamil Nadu,Thirunelveli City,2015,0,0,0,0,2,0,0,0,0,0,0,18
Tamil Nadu,Thiruvallur,2015,2,0,0,0,3,0,0,0,0,0,0,23
Tamil Nadu,Thiruvannamalai,2015,0,0,0,0,22,0,0,0,0,0,1,81
Tamil Nadu,Thiruvarur,2015,1,0,0,0,18,0,0,0,0,1,0,37
Tamil Nadu,Thoothukudi,2015,4,0,0,0,13,1,0,0,0,5,92,163
Tamil Nadu,Tiruppur,2015,5,0,0,0,0,0,0,0,0,0,0,37
Tamil Nadu,Tiruppur City,2015,0,0,0,0,1,0,0,0,0,0,0,19
Tamil Nadu,Trichy,2015,0,1,0,0,2,0,0,0,0,2,88,109
Tamil Nadu,Trichy City,2015,1,0,0,0,4,0,0,0,0,0,0,12
Tamil Nadu,Vellore,2015,3,0,0,0,0,0,0,0,0,1,0,76
Tamil Nadu,Villupuram,2015,12,0,0,0,69,0,0,0,0,1,0,155
Tamil Nadu,Virudhunagar,2015,3,0,0,0,10,0,0,0,0,6,0,86
Tamil Nadu,Cyber Cell,2015,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Other Units,2015,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Total District(s),2015,87,2,0,0,398,1,2,9,0,77,396,2617
Telangana,Adilabad,2015,9,1,39,0,0,0,0,0,0,0,0,51
Telangana,Cyberabad,2015,6,0,84,0,53,0,1,0,0,2,277,569
Telangana,Hyderabad City,2015,9,0,73,0,287,0,1,1,0,0,40,486
Telangana,Karimnagar,2015,2,0,72,0,32,0,0,9,0,0,7,187
Telangana,Khammam,2015,7,0,78,0,76,0,0,0,0,0,26,297
Telangana,Mahaboob Nagar,2015,15,0,124,0,59,0,14,0,0,0,0,217
Telangana,Medak,2015,11,1,72,0,6,0,4,25,0,4,5,199
Telangana,Nalgonda,2015,0,0,69,0,36,0,5,0,0,2,0,383
