STATE/UT,DISTRICT,Year,Murder,Infanticid,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
Karnataka,RAICHUR,2013,0,0,0,0,0,0,0,0,0,1,0,1
Karnataka,RAILWAYS,2013,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,RAMANAGAR,2013,0,0,0,0,0,0,0,0,0,1,0,1
Karnataka,SHIMOGA,2013,5,0,34,0,43,0,0,0,0,2,8,92
Karnataka,TUMKUR,2013,0,1,0,0,0,0,0,0,0,1,1,3
Karnataka,UDUPI,2013,1,0,3,0,13,0,0,0,0,0,13,30
Karnataka,UTTAR KANNADA,2013,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,YADGIRI,2013,1,0,0,0,0,0,0,0,0,0,0,1
Karnataka,TOTAL,2013,64,4,270,0,700,0,58,71,1,26,159,1353
Kerala,ALAPUZHA,2013,0,0,28,0,6,3,0,0,0,1,73,111
Kerala,ERNAKULAM COMMR.,2013,0,0,22,0,6,0,0,0,0,0,43,71
Kerala,ERNAKULAM RURAL,2013,2,0,35,0,4,0,0,1,0,1,75,118
Kerala,IDUKKI,2013,5,0,40,0,2,0,0,0,0,0,58,105
Kerala,KANNUR,2013,4,0,28,0,7,0,0,3,0,1,56,99
Kerala,KASARGOD,2013,1,0,36,0,2,0,0,2,0,0,93,134
Kerala,KOLLAM COMMR.,2013,2,0,33,0,11,1,0,0,0,1,24,72
Kerala,KOLLAM RURAL,2013,2,0,51,0,6,1,1,0,0,0,25,86
Kerala,KOTTAYAM,2013,1,0,24,0,9,0,0,0,0,0,34,68
Kerala,KOZHIKODE COMMR.,2013,4,0,12,0,7,0,0,1,0,2,47,73
Kerala,KOZHIKODE RURAL,2013,0,0,27,0,14,2,0,2,0,0,58,103
Kerala,MALAPPURAM,2013,3,0,40,0,6,0,1,0,0,1,91,142
Kerala,PALAKKAD,2013,3,0,50,0,12,2,1,0,0,2,34,104
Kerala,PATHANAMTHITTA,2013,2,0,26,0,4,0,0,0,0,0,34,66
Kerala,RAILWAYS,2013,0,0,0,0,1,0,1,0,0,0,6,8
Kerala,THRISSUR COMMR.,2013,1,0,16,0,1,0,0,0,0,0,31,49
Kerala,THRISSUR RURAL,2013,3,0,31,0,7,0,0,3,0,2,70,116
Kerala,TRIVANDRUM COMMR.,2013,1,0,38,0,4,0,0,3,0,0,44,90
Kerala,TRIVANDRUM RURAL,2013,5,0,80,1,22,0,0,0,0,0,82,190
Kerala,WAYANADU,2013,1,0,20,0,5,0,0,0,0,0,46,72
Kerala,TOTAL,2013,40,0,637,1,136,9,4,15,0,11,1024,1877
Madhya Pradesh,AGAR,2013,0,0,24,0,18,1,0,0,0,0,0,43
Madhya Pradesh,ALIRAJPUR,2013,0,0,14,0,0,0,0,0,0,0,0,14
Madhya Pradesh,ANUPPUR,2013,0,0,39,1,33,0,0,0,0,1,38,112
Madhya Pradesh,ASHOK NAGAR,2013,3,0,42,0,24,0,3,0,0,1,58,131
Madhya Pradesh,BALAGHAT,2013,5,0,53,2,4,0,4,0,0,0,92,160
Madhya Pradesh,BARWANI,2013,1,0,18,2,3,0,0,0,0,0,0,24
Madhya Pradesh,BETUL,2013,3,3,52,1,74,0,0,0,0,0,75,208
Madhya Pradesh,BHIND,2013,1,0,1,0,1,0,0,0,0,0,6,9
Madhya Pradesh,BHOPAL,2013,8,0,96,0,52,0,0,0,0,0,54,210
Madhya Pradesh,BHOPAL RLY.,2013,0,0,1,0,3,0,5,0,0,0,4,13
Madhya Pradesh,BURHANPUR,2013,0,0,1,1,1,0,4,0,0,0,0,7
Madhya Pradesh,CHHATARPUR,2013,1,0,31,0,8,0,0,0,0,0,125,165
Madhya Pradesh,CHHINDWARA,2013,4,0,68,0,171,0,0,0,0,1,210,454
Madhya Pradesh,DAMOH,2013,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,DATIYA,2013,4,0,10,6,19,0,0,0,0,0,49,88
Madhya Pradesh,DEWAS,2013,1,0,29,0,3,0,0,0,0,1,91,125
Madhya Pradesh,DHAR,2013,2,0,53,0,163,0,0,0,0,0,2,220
Madhya Pradesh,DINDORI,2013,1,0,47,5,14,0,0,0,0,0,48,115
Madhya Pradesh,GUNA,2013,5,0,48,1,19,0,0,0,0,0,63,136
Madhya Pradesh,GWALIOR,2013,12,0,87,0,51,1,13,0,0,0,220,384
Madhya Pradesh,HARDA,2013,0,0,15,0,3,1,0,0,0,0,12,31
Madhya Pradesh,HOSHANGABAD,2013,1,0,45,0,87,0,0,0,0,0,21,154
Madhya Pradesh,INDORE,2013,4,0,128,5,367,0,22,0,0,0,219,745
Madhya Pradesh,INDORE RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,JABALPUR,2013,5,1,61,7,105,0,0,0,0,0,208,387
Madhya Pradesh,JABALPUR RLY.,2013,0,0,1,0,1,0,3,0,0,0,0,5
Madhya Pradesh,JHABUA,2013,0,0,20,0,63,0,0,0,0,0,0,83
Madhya Pradesh,KATNI,2013,1,0,32,4,33,2,0,0,0,0,5,77
Madhya Pradesh,KHANDWA,2013,3,0,68,0,97,0,0,0,0,1,33,202
Madhya Pradesh,KHARGON,2013,0,0,46,0,1,0,0,0,0,0,9,56
Madhya Pradesh,MANDLA,2013,4,1,61,0,11,0,0,0,0,0,0,77
Madhya Pradesh,MANDSAUR,2013,2,0,30,0,21,0,0,0,0,0,55,108
Madhya Pradesh,MORENA,2013,1,0,10,0,16,0,15,0,0,1,3,46
Madhya Pradesh,NARSINGHPUR,2013,2,0,45,0,51,2,2,0,0,0,89,191
Madhya Pradesh,NEEMUCH,2013,1,0,34,1,40,0,0,0,3,0,2,81
Madhya Pradesh,PANNA,2013,0,0,29,0,12,0,0,0,0,0,16,57
Madhya Pradesh,RAISEN,2013,0,0,56,0,13,0,0,0,0,0,68,137
Madhya Pradesh,RAJGARH,2013,0,0,30,0,32,0,0,0,0,0,138,200
Madhya Pradesh,RATLAM,2013,2,1,48,4,51,0,3,0,0,0,65,174
Madhya Pradesh,REWA,2013,4,0,58,0,20,0,23,0,0,0,159,264
Madhya Pradesh,SAGAR,2013,1,0,32,16,17,0,0,0,0,0,289,355
Madhya Pradesh,SATNA,2013,8,0,79,0,4,4,10,21,0,0,110,236
Madhya Pradesh,SEONI,2013,2,0,47,5,44,0,0,0,0,0,74,172
Madhya Pradesh,SHAHDOL,2013,3,1,49,0,96,0,0,0,0,0,118,267
Madhya Pradesh,SHAJAPUR,2013,1,0,29,0,18,1,0,0,0,0,40,89
Madhya Pradesh,SHEOPUR,2013,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,SHIVPURI,2013,5,0,33,1,25,0,1,0,0,0,0,65
Madhya Pradesh,SIDHI,2013,0,0,30,0,61,0,10,0,0,0,11,112
Madhya Pradesh,SIHORE,2013,3,0,45,4,36,0,0,0,0,0,66,154
Madhya Pradesh,SINGRAULI,2013,1,0,17,2,79,2,0,0,0,0,60,161
Madhya Pradesh,TIKAMGARH,2013,2,1,46,0,32,0,6,0,0,0,101,188
Madhya Pradesh,UJJAIN,2013,3,0,77,0,32,0,0,0,0,0,150,262
Madhya Pradesh,UMARIYA,2013,1,0,15,0,28,0,0,0,0,0,24,68
Madhya Pradesh,VIDISHA,2013,3,0,82,11,105,2,0,0,0,0,222,425
Madhya Pradesh,TOTAL,2013,114,8,2112,79,2262,16,124,21,3,6,3502,8247
Maharashtra,AHMEDNAGAR,2013,6,0,59,1,30,3,0,0,0,0,60,159
Maharashtra,AKOLA,2013,3,0,29,0,24,0,12,0,0,0,63,131
Maharashtra,AMRAVATI COMMR.,2013,2,0,14,0,22,1,0,0,0,0,64,103
Maharashtra,AMRAVATI RURAL,2013,3,0,49,0,36,0,1,0,0,0,126,215
Maharashtra,AURANGABAD COMMR.,2013,4,0,6,1,39,0,4,0,0,2,36,92
Maharashtra,AURANGABAD RURAL,2013,4,0,16,0,12,1,1,0,0,1,24,59
Maharashtra,BEED,2013,12,0,37,0,23,1,6,1,0,2,63,145
Maharashtra,BHANDARA,2013,3,1,19,0,18,2,1,0,0,0,43,87
Maharashtra,BULDHANA,2013,6,0,33,0,19,0,4,0,0,1,59,122
Maharashtra,CHANDRAPUR,2013,4,0,52,2,33,2,3,0,0,0,93,189
Maharashtra,DHULE,2013,2,0,21,0,13,1,9,10,0,0,0,56
Maharashtra,GADCHIROLI,2013,1,0,17,0,3,0,0,0,0,0,29,50
Maharashtra,GONDIA,2013,2,0,23,0,9,0,0,0,0,0,32,66
Maharashtra,HINGOLI,2013,1,0,7,0,6,0,4,0,0,0,0,18
Maharashtra,JALGAON,2013,9,0,23,0,34,1,9,3,0,4,54,137
Maharashtra,JALNA,2013,3,0,4,0,2,0,6,0,0,0,5,20
Maharashtra,KOLHAPUR,2013,10,0,41,0,40,0,2,0,0,0,17,110
Maharashtra,LATUR,2013,4,0,7,0,2,0,0,0,0,0,25,38
Maharashtra,MUMBAI COMMR.,2013,7,2,221,9,279,2,26,2,2,0,352,902
Maharashtra,MUMBAI RLY.,2013,0,0,4,0,6,1,6,0,0,0,4,21
Maharashtra,NAGPUR COMMR.,2013,4,1,54,0,101,2,6,0,0,1,187,356
Maharashtra,NAGPUR RLY.,2013,0,0,1,0,3,0,23,0,0,0,0,27
Maharashtra,NAGPUR RURAL,2013,3,0,44,0,25,0,3,0,0,0,56,131
Maharashtra,NANDED,2013,4,0,22,1,25,0,22,0,0,0,45,119
Maharashtra,NANDURBAR,2013,1,0,10,0,8,0,3,0,0,0,14,36
Maharashtra,NASIK COMMR.,2013,1,0,8,0,26,1,5,0,0,0,31,72
Maharashtra,NASIK RURAL,2013,2,0,29,0,5,0,10,20,0,1,33,100
Maharashtra,NAVI MUMBAI,2013,7,1,33,0,63,2,5,0,0,0,69,180
Maharashtra,OSMANABAD,2013,0,0,23,0,28,3,3,0,0,0,34,91
Maharashtra,PARBHANI,2013,4,0,16,0,38,0,5,0,0,0,20,83
Maharashtra,PUNE COMMR.,2013,6,0,83,1,126,0,4,0,0,0,218,440
Maharashtra,PUNE RLY.,2013,1,0,3,0,2,0,8,0,0,0,0,14
Maharashtra,PUNE RURAL,2013,12,0,89,1,63,0,6,0,0,1,87,259
Maharashtra,RAIGAD,2013,2,0,21,0,9,0,0,0,0,0,19,51
Maharashtra,RATNAGIRI,2013,2,0,18,0,13,0,3,0,0,0,24,60
Maharashtra,SANGLI,2013,7,0,42,0,32,1,6,0,1,2,45,136
Maharashtra,SATARA,2013,9,0,44,1,43,0,5,0,0,0,90,192
Maharashtra,SINDHUDURG,2013,0,0,4,0,5,1,1,0,0,0,13,24
Maharashtra,SOLAPUR COMMR.,2013,4,0,19,0,17,0,1,4,0,0,0,45
Maharashtra,SOLAPUR RURAL,2013,9,0,35,0,18,0,10,0,0,1,38,111
Maharashtra,THANE COMMR.,2013,6,0,81,0,241,0,17,1,0,0,120,466
Maharashtra,THANE RURAL,2013,8,1,80,0,50,0,11,0,10,0,96,256
Maharashtra,WARDHA,2013,5,0,43,0,40,0,0,0,0,0,83,171
Maharashtra,WASHIM,2013,3,0,18,0,11,1,1,0,0,0,56,90
Maharashtra,YAVATMAL,2013,5,0,44,0,56,0,7,0,0,0,68,180
Maharashtra,TOTAL,2013,191,6,1546,17,1698,26,259,41,13,16,2595,6410
Manipur,BISHNUPUR,2013,0,0,7,0,4,0,0,0,0,0,0,11
Manipur,CHANDEL,2013,0,0,0,0,1,0,0,0,0,0,0,1
Manipur,CHURACHANDPUR,2013,0,0,0,0,0,0,0,2,0,0,0,2
Manipur,CID,2013,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,IMPHAL EAST,2013,0,0,4,0,22,0,0,0,0,0,0,26
Manipur,IMPHAL WEST,2013,3,0,16,0,20,0,0,5,0,0,0,44
Manipur,SENAPATI,2013,0,0,0,0,3,0,0,0,0,0,0,3
Manipur,TAMENGLONG,2013,0,0,0,0,1,0,0,0,0,0,0,1
Manipur,THOUBAL,2013,0,0,13,0,5,0,0,15,0,0,2,35
Manipur,UKHRUL,2013,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,TOTAL,2013,3,0,40,0,56,0,0,22,0,0,2,123
Meghalaya,GARO HILLS EAST,2013,4,0,4,0,0,0,0,0,0,0,0,8
Meghalaya,GARO HILLS NORTH,2013,1,0,0,0,2,0,0,0,0,0,3,6
Meghalaya,GARO HILLS SOUTH,2013,0,0,6,0,2,0,0,0,0,0,1,9
Meghalaya,GARO HILLS SOUTH W.,2013,0,0,5,0,0,0,0,0,0,0,0,5
Meghalaya,GARO HILLS WEST,2013,0,0,12,0,0,0,0,7,0,0,4,23
Meghalaya,JAINTIA HILLS EAST,2013,0,0,8,0,1,0,0,0,0,0,0,9
Meghalaya,JAINTIA HILLS WEST,2013,0,0,13,0,2,0,0,0,0,0,0,15
Meghalaya,KHASI HILLS EAST,2013,1,0,38,0,23,0,0,0,0,0,6,68
Meghalaya,KHASI HILLS SOUTH W.,2013,2,0,5,0,0,0,0,0,0,0,0,7
Meghalaya,KHASI HILLS WEST,2013,0,1,9,0,4,0,0,0,0,0,5,19
Meghalaya,RI-BHOI,2013,0,0,12,0,1,0,0,1,0,0,0,14
Meghalaya,TOTAL,2013,8,1,112,0,35,0,0,8,0,0,19,183
Mizoram,AIZAWL,2013,0,0,22,0,0,0,0,0,0,0,11,33
Mizoram,CHAMPHAI,2013,0,0,8,0,1,0,0,0,0,0,0,9
Mizoram,KOLASIB,2013,1,0,3,0,1,0,0,0,0,0,0,5
Mizoram,LAWNGTLAI,2013,0,0,3,0,0,0,0,0,0,0,0,3
Mizoram,LUNGLEI,2013,0,0,11,0,0,0,0,0,0,0,0,11
Mizoram,MAMIT,2013,1,0,3,0,0,0,0,0,0,0,6,10
Mizoram,SAIHA,2013,0,0,3,0,0,0,0,0,0,0,0,3
Mizoram,SERCHHIP,2013,0,0,4,0,0,0,0,0,0,0,0,4
Mizoram,SPL NARCOTIC,2013,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,TRAFFIC PS,2013,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,TOTAL,2013,2,0,57,0,2,0,0,0,0,0,17,78
Nagaland,DIMAPUR,2013,0,0,2,0,4,0,0,0,0,0,1,7
Nagaland,KIPHIRE,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,KOHIMA,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,LONGLENG,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,MOKOKCHUNG,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,MON,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,PEREN,2013,0,0,1,0,0,0,0,0,0,0,0,1
Nagaland,PHEK,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,TUENSANG,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,WOKHA,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,ZUNHEBOTO,2013,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,TOTAL,2013,0,0,3,0,4,0,0,0,0,0,1,8
Odisha,ANGUL,2013,3,0,10,0,1,0,0,0,0,0,49,63
Odisha,BALASORE,2013,1,0,49,1,61,0,0,68,0,0,2,182
Odisha,BARAGARH,2013,1,0,32,0,27,0,0,0,0,0,0,60
Odisha,BERHAMPUR,2013,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,BHADRAK,2013,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,BOLANGIR,2013,0,0,24,0,0,0,0,0,0,0,0,24
Odisha,BOUDH,2013,0,0,39,0,36,0,0,0,0,0,0,75
Odisha,CUTTACK,2013,0,0,9,0,0,0,0,8,0,0,0,17
Odisha,DCP BBSR,2013,0,0,27,0,0,0,0,0,0,0,0,27
Odisha,DCP CTC,2013,0,0,0,0,0,0,0,0,0,0,26,26
Odisha,DEOGARH,2013,2,0,5,0,10,0,0,0,0,0,0,17
Odisha,DHENKANAL,2013,0,0,10,0,0,0,0,0,0,0,0,10
Odisha,GAJAPATI,2013,1,0,16,0,4,0,0,0,0,0,1,22
Odisha,GANJAM,2013,0,0,2,0,0,0,0,0,0,0,0,2
Odisha,JAGATSINGHPUR,2013,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,JAJPUR,2013,0,0,24,0,0,0,0,0,0,0,0,24
Odisha,JHARSUGUDA,2013,0,0,4,0,24,0,0,1,0,0,0,29
Odisha,KALAHANDI,2013,7,0,41,0,46,0,0,0,0,0,0,94
Odisha,KANDHAMAL,2013,0,0,1,0,2,0,0,0,0,0,3,6
Odisha,KENDRAPARA,2013,3,0,23,0,37,0,0,0,0,0,0,63
Odisha,KEONJHAR,2013,2,0,60,0,6,0,0,0,0,0,0,68
Odisha,KHURDA,2013,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,KORAPUT,2013,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,MALKANGIR,2013,0,0,9,0,0,0,0,0,0,0,0,9
Odisha,MAYURBHANJ,2013,1,0,4,0,2,0,0,0,0,0,43,50
Odisha,NAYAGARH,2013,0,0,12,0,23,0,0,0,0,0,0,35
Odisha,NOWRANGPUR,2013,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,NUAPADA,2013,0,0,0,0,32,0,0,0,0,0,15,47
Odisha,PURI,2013,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,RAYAGADA,2013,3,0,58,0,7,1,0,1,0,0,0,70
Odisha,ROURKELA,2013,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,SAMBALPUR,2013,2,0,6,0,2,0,0,0,0,0,0,10
Odisha,SONEPUR,2013,0,0,5,0,5,0,0,0,0,0,0,10
Odisha,SRP(CUTTACK),2013,0,0,0,0,0,0,0,1,0,0,0,1
Odisha,SRP(ROURKELA),2013,0,0,1,0,3,0,0,0,0,0,0,4
Odisha,SUNDARGARH,2013,2,0,38,0,38,0,0,0,0,0,0,78
Odisha,TOTAL,2013,28,0,509,1,366,1,0,79,0,0,139,1123
Punjab,AMRITSAR RURAL,2013,0,0,20,0,49,0,0,0,0,0,13,82
Punjab,BARNALA,2013,1,0,10,0,25,0,0,0,0,0,0,36
Punjab,BATALA,2013,0,0,26,1,26,0,0,0,0,0,6,59
Punjab,BHATINDA,2013,4,0,35,3,44,0,0,0,0,0,0,86
Punjab,CP AMRITSAR,2013,0,0,16,0,52,0,0,1,0,0,9,78
Punjab,CP JALANDHAR,2013,1,0,25,6,51,0,0,0,0,0,0,83
Punjab,CP LUDHIANA,2013,7,0,68,0,70,0,8,0,0,0,2,155
Punjab,FARIDKOT,2013,0,0,7,0,0,0,0,0,0,0,0,7
Punjab,FATEHGARH SAHIB,2013,0,1,8,0,14,0,0,0,0,0,8,31
Punjab,FAZILKA,2013,1,0,21,0,22,0,0,0,0,0,3,47
Punjab,FEROZPUR,2013,0,0,8,0,22,0,0,0,0,0,0,30
Punjab,G.R.P,2013,0,3,1,0,0,0,0,0,0,0,0,4
Punjab,GURDASPUR,2013,0,0,12,0,9,0,0,0,0,0,4,25
Punjab,HOSHIARPUR,2013,0,0,21,0,0,0,0,0,0,0,0,21
Punjab,JALANDHAR RURAL,2013,2,0,21,0,18,0,0,0,0,0,6,47
Punjab,KAPURTHALA,2013,2,0,9,0,27,0,0,0,0,0,6,44
Punjab,KHANNA,2013,0,0,13,0,6,0,0,0,0,0,0,19
Punjab,LUDHIANA RURAL,2013,0,0,6,0,16,0,0,0,0,0,0,22
Punjab,MANSA,2013,1,0,11,0,8,0,0,0,0,0,11,31
Punjab,MOGA,2013,1,3,9,0,22,0,0,0,0,0,0,35
Punjab,MUKTSAR,2013,1,0,10,0,38,0,0,0,0,0,8,57
Punjab,PATHANKOT,2013,1,0,6,0,9,0,0,0,0,0,0,16
Punjab,PATIALA,2013,3,0,37,2,44,0,0,0,0,0,4,90
Punjab,ROPAR,2013,0,0,7,0,19,0,0,0,0,0,0,26
Punjab,SANGRUR,2013,4,0,32,0,21,0,0,0,0,0,0,57
Punjab,SAS NGR,2013,0,0,21,0,57,0,0,0,0,0,18,96
Punjab,SBS NAGAR,2013,0,0,17,0,7,0,0,0,0,0,0,24
Punjab,TARN TARAN,2013,1,0,13,0,14,0,0,0,0,0,0,28
Punjab,TOTAL,2013,30,7,490,12,690,0,8,1,0,0,98,1336
Rajasthan,AJMER,2013,2,4,12,0,13,0,2,4,0,1,0,38
Rajasthan,ALWAR,2013,11,0,83,0,101,0,7,0,0,0,0,202
Rajasthan,BANSWARA,2013,0,0,0,0,32,0,9,0,0,0,0,41
Rajasthan,BARAN,2013,1,0,5,0,2,0,4,0,0,0,64,76
Rajasthan,BARMER,2013,0,0,18,1,12,0,9,0,0,0,0,40
Rajasthan,BHARATPUR,2013,11,0,34,1,97,0,11,0,0,0,0,154
Rajasthan,BHILWARA,2013,2,0,41,1,40,0,11,0,0,0,0,95
Rajasthan,BIKANER,2013,0,0,0,0,0,0,2,0,0,0,2,4
Rajasthan,BUNDI,2013,0,0,32,0,45,0,1,0,0,0,0,78
Rajasthan,CHITTORGARH,2013,1,0,34,0,10,0,1,0,0,1,13,61
Rajasthan,CHURU,2013,0,0,28,4,11,0,1,0,0,0,0,44
Rajasthan,DAUSA,2013,1,0,12,0,43,0,0,0,0,0,0,56
Rajasthan,DHOLPUR,2013,4,0,19,0,15,0,4,0,0,0,10,52
Rajasthan,DISCOM,2013,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,DUNGARPUR,2013,1,0,48,0,57,0,0,0,0,0,0,106
Rajasthan,G.R.P.AJMER,2013,0,0,0,0,7,0,12,0,0,0,0,19
Rajasthan,G.R.P.JODHPUR,2013,0,0,0,0,0,0,1,0,0,0,0,1
Rajasthan,GANGANAGAR,2013,1,0,25,2,42,0,7,13,0,0,10,100
Rajasthan,HANUMANGARH,2013,0,0,38,3,28,0,0,24,0,0,3,96
Rajasthan,JAIPUR EAST,2013,1,0,8,0,68,0,12,0,0,1,2,92
Rajasthan,JAIPUR NORTH,2013,1,1,5,5,28,0,4,1,0,0,23,68
Rajasthan,JAIPUR RURAL,2013,4,0,28,3,69,0,18,0,0,0,5,127
Rajasthan,JAIPUR SOUTH,2013,0,0,15,0,38,1,1,0,0,0,11,66
Rajasthan,JAIPUR WEST,2013,0,0,13,5,116,0,1,0,0,0,9,144
Rajasthan,JAISALMER,2013,0,0,9,0,2,0,1,0,0,0,0,12
Rajasthan,JALORE,2013,3,0,18,0,19,0,4,0,0,1,0,45
Rajasthan,JHALAWAR,2013,0,0,37,0,76,0,4,0,0,0,0,117
Rajasthan,JHUNJHUNU,2013,2,1,34,0,29,0,5,0,0,0,0,71
Rajasthan,JODHPUR EAST,2013,1,0,2,0,5,0,6,0,0,0,0,14
Rajasthan,JODHPUR RURAL,2013,1,1,25,0,26,0,0,0,0,0,0,53
Rajasthan,JODHPUR WEST,2013,1,0,19,0,26,0,8,0,0,0,0,54
Rajasthan,KARAULI,2013,0,0,9,1,25,0,1,0,0,0,0,36
Rajasthan,KOTA CITY,2013,1,0,28,0,0,0,13,8,0,0,0,50
Rajasthan,KOTA RURAL,2013,0,0,0,2,0,0,1,4,0,0,0,7
Rajasthan,NAGAUR,2013,1,0,27,1,36,0,4,0,0,0,15,84
Rajasthan,PALI,2013,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,PRATAPGARH,2013,1,0,55,0,42,0,6,0,0,0,0,104
Rajasthan,RAJSAMAND,2013,1,0,9,0,8,0,4,0,0,0,1,23
Rajasthan,SAWAI MADHOPUR,2013,3,0,12,1,32,0,5,0,0,0,0,53
Rajasthan,SIKAR,2013,0,0,26,0,45,0,16,0,0,0,0,87
Rajasthan,SIROHI,2013,3,0,18,0,20,0,0,0,0,1,2,44
Rajasthan,TONK,2013,1,0,14,4,25,0,6,0,0,0,0,50
Rajasthan,UDAIPUR,2013,4,1,52,0,136,0,24,0,0,0,7,224
Rajasthan,TOTAL,2013,64,8,892,34,1426,1,226,54,0,5,177,2888
Sikkim,EAST,2013,0,0,16,0,8,0,0,0,0,0,0,24
Sikkim,NORTH,2013,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,SOUTH,2013,0,0,5,0,5,0,0,0,0,0,0,10
Sikkim,WEST,2013,0,0,4,0,1,0,0,0,0,0,0,5
Sikkim,TOTAL,2013,0,0,25,0,14,0,0,0,0,0,0,39
Tamil Nadu,ARIYALUR,2013,3,0,2,0,3,0,0,0,0,1,4,13
Tamil Nadu,CHENNAI,2013,12,0,48,0,52,0,0,0,0,0,0,112
Tamil Nadu,CHENNAI RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,COIMBATORE RURAL,2013,2,0,7,0,6,0,0,0,0,0,0,15
Tamil Nadu,COIMBATORE URBAN,2013,1,0,12,0,2,0,0,0,0,0,0,15
Tamil Nadu,CUDDALORE,2013,0,0,11,0,0,0,0,0,0,0,0,11
Tamil Nadu,DHARMAPURI,2013,4,1,14,0,89,0,0,0,0,11,11,130
Tamil Nadu,DINDIGUL,2013,4,0,1,0,1,0,0,0,0,0,4,10
Tamil Nadu,ERODE,2013,1,0,9,0,5,0,0,0,0,0,0,15
Tamil Nadu,KANCHIPURAM,2013,1,0,0,0,0,0,0,0,0,0,0,1
Tamil Nadu,KANYAKUMARI,2013,3,0,5,0,17,0,0,0,0,2,8,35
Tamil Nadu,KARUR,2013,4,0,3,0,0,0,0,0,0,0,0,7
Tamil Nadu,KRISHNAGIRI,2013,5,1,4,0,43,0,0,0,0,2,0,55
Tamil Nadu,MADURAI RURAL,2013,0,0,0,0,1,0,1,0,0,14,0,16
Tamil Nadu,MADURAI URBAN,2013,1,8,10,0,10,0,0,0,0,0,0,29
Tamil Nadu,NAGAPATTINAM,2013,0,0,5,0,0,0,0,0,0,0,0,5
Tamil Nadu,NAMAKKAL,2013,2,0,16,0,22,0,0,0,0,10,0,50
Tamil Nadu,NILGIRIS,2013,1,0,13,0,7,1,0,0,0,0,0,22
Tamil Nadu,PERAMBALUR,2013,1,0,4,0,0,0,0,0,0,1,0,6
Tamil Nadu,PUDUKOTTAI,2013,1,0,1,0,1,0,0,0,0,1,1,5
Tamil Nadu,RAMNATHAPURAM,2013,1,0,0,0,0,0,0,0,0,1,12,14
Tamil Nadu,SALEM RURAL,2013,1,0,19,0,39,0,0,0,0,1,0,60
Tamil Nadu,SALEM URBAN,2013,0,0,13,0,10,0,0,0,0,1,4,28
Tamil Nadu,SIVAGANGAI,2013,3,0,6,0,11,0,0,0,0,0,0,20
Tamil Nadu,THANJAVUR,2013,2,0,22,0,1,0,0,0,0,0,9,34
Tamil Nadu,THENI,2013,3,0,14,0,16,0,0,0,0,3,0,36
Tamil Nadu,THIRUNELVELI RURAL,2013,6,1,45,1,60,0,0,0,0,0,13,126
Tamil Nadu,THIRUNELVELI URBAN,2013,2,0,7,0,1,0,0,0,0,0,0,10
Tamil Nadu,THIRUVALLUR,2013,1,0,8,0,11,0,0,0,0,0,0,20
Tamil Nadu,THIRUVANNAMALAI,2013,4,0,14,0,6,0,0,0,0,2,0,26
Tamil Nadu,THIRUVARUR,2013,0,0,1,0,0,0,0,0,0,1,1,3
Tamil Nadu,THOOTHUGUDI,2013,3,0,20,0,10,0,0,0,0,2,10,45
Tamil Nadu,TIRUPPUR,2013,6,0,11,0,0,0,0,0,0,0,0,17
Tamil Nadu,TRICHY RLY.,2013,0,0,0,0,0,0,0,0,0,0,1,1
Tamil Nadu,TRICHY RURAL,2013,0,0,9,0,16,0,0,0,0,0,11,36
Tamil Nadu,TRICHY URBAN,2013,1,0,8,0,5,0,0,0,0,1,0,15
